CATE,bedrooms,AREA,school,price
chaoyang,2,56.16,1,60186
chaoyang,2,56.07,0,59747
chaoyang,3,80.9,0,66132
chaoyang,3,80.9,0,64277
chaoyang,1,47.08,0,61598
chaoyang,3,66.72,0,59653
chaoyang,2,57.86,0,58417
chaoyang,1,47.08,0,54801
chaoyang,3,80.15,0,51778
chaoyang,3,134.43,1,65462
chaoyang,2,81.15,1,62847
chaoyang,2,70.45,0,62456
dongcheng,1,59.76,0,90027
dongcheng,2,56.13,0,89970
dongcheng,2,64.94,1,83154
dongcheng,2,66.15,0,83145
dongcheng,2,80.09,0,89275
dongcheng,2,76,0,88948
dongcheng,2,80,1,88750
dongcheng,2,83.11,1,85429
dongcheng,3,107.41,0,98688
dongcheng,2,83,0,91567
dongcheng,2,83.18,0,87762
dongcheng,2,77,1,83767
dongcheng,2,88,0,81250
dongcheng,2,88.7,1,81173
dongcheng,2,80.47,0,79533
dongcheng,2,50.3,0,75547
dongcheng,1,47.75,1,87959
dongcheng,4,140.2,0,85593
dongcheng,4,159.8,1,80101
dongcheng,3,117.6,0,75681
dongcheng,2,104.68,1,75086
dongcheng,1,36.37,1,96234
dongcheng,2,56.1,1,95901
dongcheng,2,42,1,95239
dongcheng,2,47.31,0,95118
dongcheng,3,88,0,94887
dongcheng,1,37.58,0,92603
dongcheng,2,50.85,0,88496
dongcheng,1,56.55,1,88418
dongcheng,1,46.56,0,88059
dongcheng,2,64.2,1,87228
dongcheng,2,58.16,1,85970
dongcheng,2,60.59,1,85823
dongcheng,2,41,1,85366
dongcheng,2,50.65,1,84897
dongcheng,1,36.6,0,84700
dongcheng,1,40.4,1,84159
dongcheng,2,60.11,0,84013
dongcheng,3,68.21,0,83566
dongcheng,2,65,1,82924
dongcheng,2,58,1,82759
dongcheng,2,60.59,1,82522
dongcheng,2,57,0,82457
dongcheng,2,79,0,81013
dongcheng,2,64.46,1,80671
dongcheng,1,42.78,1,80646
dongcheng,2,74.62,0,80408
dongcheng,2,64.64,0,80137
dongcheng,1,60.21,1,79721
dongcheng,2,77.86,0,79631
dongcheng,2,60.59,0,79221
dongcheng,2,60.59,1,79221
dongcheng,3,78.66,1,78821
dongcheng,3,62.2,0,77975
dongcheng,3,77.84,1,77082
dongcheng,3,55.95,0,76855
dongcheng,2,53.88,1,76096
dongcheng,2,64.64,0,75031
dongcheng,2,64.1,0,74103
dongcheng,2,74.94,1,70057
dongcheng,2,56.62,1,98905
dongcheng,3,71,1,98592
dongcheng,1,40.57,0,93666
dongcheng,2,59,0,91526
dongcheng,1,40.57,1,91201
dongcheng,2,57.02,0,91197
dongcheng,2,57.02,1,88566
dongcheng,2,60,1,88334
dongcheng,3,56.91,0,90494
dongcheng,1,40.57,0,98596
dongcheng,2,63.75,1,94902
dongcheng,1,40.57,0,93666
dongcheng,1,40.98,1,92729
dongcheng,2,55.11,1,90728
dongcheng,1,40.98,0,90288
dongcheng,1,40.57,0,87504
dongcheng,2,55.11,0,87099
dongcheng,3,92.68,0,80061
dongcheng,3,92.68,1,71213
dongcheng,1,42.56,0,89286
dongcheng,2,56.78,1,88060
dongcheng,3,61,0,86886
dongcheng,3,60,0,85000
dongcheng,2,52.63,0,84553
dongcheng,3,69.08,1,83961
dongcheng,2,40.83,1,80823
dongcheng,3,67.48,1,78542
xicheng,2,64.73,0,97328
xicheng,2,47.96,0,96956
xicheng,2,47.96,0,95914
chaoyang,2,58.98,1,57647
chaoyang,3,113.8,1,60018
dongcheng,2,122.76,1,87162
dongcheng,2,122.76,1,85533
dongcheng,2,112,1,83036
dongcheng,2,109,1,81652
dongcheng,1,56,0,80000
dongcheng,2,122.76,1,79831
dongcheng,2,122.86,1,77324
dongcheng,2,112.26,1,76608
dongcheng,1,55.74,1,75350
dongcheng,1,55.81,1,75256
dongcheng,1,63.29,0,74262
dongcheng,2,112.26,1,73936
dongcheng,2,168,0,71429
dongcheng,2,167.82,0,68526
chaoyang,2,167.66,0,41632
fengtai,1,41,0,48781
fengtai,2,50.08,0,43930
fengtai,1,38.78,0,37391
fengtai,2,59,0,33899
fengtai,2,59,0,30848
fengtai,2,59,0,27119
fengtai,2,54.48,0,51396
fengtai,1,55.14,0,33007
fengtai,2,59,0,32204
fengtai,2,59,0,27967
fengtai,2,69.78,0,27945
fengtai,3,79.73,1,33238
fengtai,2,58.17,0,31804
fengtai,3,80,0,29125
fengtai,2,68.82,0,28917
fengtai,2,65,0,35385
fengtai,2,64.61,0,35289
fengtai,2,67.58,0,34774
fengtai,2,60,0,31000
fengtai,2,60,0,27500
fengtai,2,98.64,0,33455
fengtai,1,80.5,0,32050
fengtai,1,74.4,0,30914
fengtai,2,98,0,29490
fengtai,3,108.34,0,29076
fengtai,3,111.17,0,32383
fengtai,2,67.95,0,44886
fengtai,1,68,0,44853
fengtai,1,67.12,0,42462
haidian,3,72.6,1,89532
xicheng,3,72.26,0,74731
xicheng,2,56.72,0,68759
chaoyang,3,69.85,1,75162
chaoyang,2,68.08,1,71240
chaoyang,3,86.3,1,68135
chaoyang,3,86.96,1,67388
haidian,4,215,0,80373
fengtai,3,86.98,0,47138
xicheng,2,68.71,1,80047
xicheng,2,58.31,1,78889
xicheng,2,40.83,1,106540
xicheng,3,63.88,1,90013
xicheng,3,65.74,1,89748
xicheng,2,49.43,1,89015
xicheng,2,49.43,1,88004
xicheng,2,57,1,84211
xicheng,3,58,1,82759
xicheng,2,92.45,1,69227
xicheng,2,89.76,1,57153
xicheng,4,150,0,55334
xicheng,3,159.23,1,51373
xicheng,3,168.7,1,50979
xicheng,3,182.64,1,50373
xicheng,3,182.64,0,49825
xicheng,4,198.35,0,48148
fengtai,2,76.11,0,41388
fengtai,2,80.93,1,38676
fengtai,2,80.6,0,35112
fengtai,3,135.59,0,30239
fengtai,3,146,0,34247
fengtai,4,154,0,32468
fengtai,3,161,0,31367
fengtai,3,140.58,0,30944
fengtai,3,140.48,1,29898
fengtai,4,202,0,29703
fengtai,4,133.5,0,29963
dongcheng,4,350,0,57143
dongcheng,2,102,0,56863
dongcheng,2,107.5,1,56000
dongcheng,3,161,0,52796
dongcheng,3,168,1,52381
dongcheng,3,168.41,1,51066
dongcheng,3,168.41,1,51066
dongcheng,5,157,0,50956
dongcheng,3,160.56,0,49826
dongcheng,3,168,0,48810
dongcheng,3,181,0,48619
dongcheng,3,188,0,46809
dongcheng,3,180,0,41667
fengtai,1,62,0,45162
fengtai,3,128,0,33594
fengtai,3,144.01,0,30554
fengtai,3,169,0,28995
fengtai,3,169.03,0,28398
fengtai,2,57.4,0,36934
fengtai,2,57.1,0,36778
fengtai,2,87.83,0,42697
fengtai,2,87.83,0,41558
fengtai,2,88.06,0,31797
chaoyang,2,79.17,0,37262
xicheng,3,121.96,0,88554
xicheng,2,54.87,0,69073
xicheng,2,55.16,0,67441
xicheng,3,79.21,0,62493
xicheng,2,54.97,1,48209
xicheng,2,58.21,0,72153
xicheng,2,62,1,69355
xicheng,2,57.37,1,67109
xicheng,2,57.37,0,65889
xicheng,2,50,1,50000
xicheng,2,63.57,0,42473
xicheng,2,54.7,1,65814
xicheng,2,54,1,80556
xicheng,3,74,0,79460
xicheng,2,62,1,77420
xicheng,2,57,1,75088
xicheng,1,40.38,1,74295
xicheng,2,57.41,1,73681
xicheng,2,62.99,1,72234
xicheng,3,70.85,1,70572
xicheng,1,57.79,1,79253
xicheng,2,54,0,71852
xicheng,2,54.11,0,69304
xicheng,2,48,0,67709
xicheng,2,56.8,0,66902
xicheng,2,54.58,0,65959
xicheng,3,77.2,1,64767
xicheng,3,78,1,64103
xicheng,3,68.46,0,63833
xicheng,3,68.46,0,59889
xicheng,2,56.8,0,56339
xicheng,2,59,0,54238
xicheng,2,80.81,0,74249
xicheng,2,94.91,0,69540
xicheng,2,74.14,0,65417
xicheng,3,117.68,1,63733
xicheng,3,148.05,0,62142
xicheng,2,94,0,61703
xicheng,2,103.25,0,61017
xicheng,1,61.19,0,58834
xicheng,3,144.71,0,58048
xicheng,2,110,0,57728
xicheng,3,147,0,49660
xicheng,1,31.8,0,78617
xicheng,2,60.1,0,72879
xicheng,1,43.71,0,70922
xicheng,2,54.39,0,67108
xicheng,2,61.4,0,66776
xicheng,1,48.09,0,65503
xicheng,2,63.34,0,64731
xicheng,2,61.18,0,64564
xicheng,2,55.11,0,63510
xicheng,3,78.88,0,63388
xicheng,3,74,0,62163
xicheng,2,61.27,1,62021
xicheng,2,55,0,61819
xicheng,2,52.51,0,60941
xicheng,2,57.9,0,60450
xicheng,2,54.78,0,60241
xicheng,3,74.11,0,59372
xicheng,1,55.32,0,56038
haidian,3,81,1,66050
haidian,2,64.3,1,61898
haidian,2,57.2,1,54196
haidian,2,45.3,0,66667
haidian,2,57.2,0,66434
xicheng,4,93,1,120431
xicheng,4,162.35,0,87466
xicheng,3,141.91,0,84561
xicheng,3,142,1,84508
xicheng,2,94,1,81383
xicheng,2,92.31,0,81248
xicheng,2,90.95,0,80264
xicheng,2,125.6,0,79220
xicheng,1,199.81,0,60058
xicheng,1,62,0,56452
xicheng,1,40,0,55000
xicheng,2,132.36,0,52887
xicheng,1,37.52,0,51973
xicheng,3,162,0,50618
haidian,2,115,0,57392
haidian,1,88,0,55114
haidian,1,62.23,0,52226
haidian,1,87,0,51725
fengtai,2,89.41,0,41159
fengtai,2,89.45,0,39129
fengtai,2,89.81,0,37858
fengtai,2,88.77,0,37175
fengtai,2,89.47,0,36326
fengtai,2,89.96,0,36128
fengtai,2,89.96,0,35572
fengtai,1,70.53,0,35163
fengtai,1,70.53,0,35021
fengtai,2,89.48,0,34645
xicheng,2,62.07,0,78944
xicheng,2,67,1,76120
xicheng,2,50.96,1,74569
xicheng,2,68.7,1,74236
xicheng,2,68.13,0,71922
fengtai,2,88.39,0,28850
fengtai,3,111,0,27928
fengtai,2,104.38,0,25389
fengtai,3,118.58,0,24457
fengtai,3,118.58,0,24035
fengtai,3,156.72,0,22333
fengtai,2,59,0,30509
fengtai,2,58.48,0,29925
fengtai,2,56,0,29465
fengtai,2,75.29,0,35862
fengtai,2,76,0,32895
xicheng,2,57.4,1,144948
xicheng,2,77.8,1,143959
xicheng,3,91,1,140000
xicheng,2,72.9,1,139918
xicheng,3,85.6,1,134346
haidian,2,113,0,70797
haidian,2,116,0,66380
haidian,2,113,0,55753
shijingshan,2,96,0,43750
xicheng,4,155,1,120000
chaoyang,2,103.45,0,30933
xicheng,2,48.6,1,94651
xicheng,2,50,1,87600
dongcheng,4,235,0,60000
dongcheng,3,203.39,0,59984
dongcheng,2,152.66,0,59938
dongcheng,3,207,0,59711
fengtai,3,132.63,0,51271
fengtai,2,104.91,0,50520
fengtai,2,95.58,0,48128
fengtai,2,91.44,0,45932
fengtai,2,92.2,0,45554
fengtai,2,92.98,0,45172
fengtai,2,91.7,0,44712
fengtai,2,89.98,0,44455
fengtai,2,91.93,0,43512
fengtai,1,58.2,0,42956
fengtai,2,101.7,0,37857
fengtai,2,100.73,0,37229
fengtai,1,67,0,41792
dongcheng,3,176.05,0,68163
dongcheng,3,174.96,0,67444
dongcheng,2,145.49,0,54987
haidian,2,57.9,1,84629
haidian,3,77.6,1,78609
dongcheng,1,50.42,1,96192
dongcheng,1,51.71,1,94373
dongcheng,1,50.42,1,83301
dongcheng,2,58.57,0,88783
dongcheng,2,58.88,1,84919
xicheng,2,54,0,74075
xicheng,1,45.5,0,87913
chaoyang,2,88.8,0,57433
chaoyang,3,120.86,0,55437
chaoyang,2,85.7,0,52509
chaoyang,3,121,0,52067
chaoyang,2,86.63,0,51946
chaoyang,1,62.8,0,51752
chaoyang,1,68,0,51471
chaoyang,2,91.7,0,51255
chaoyang,1,59.3,0,50591
chaoyang,1,58.7,0,50256
chaoyang,2,86.78,0,50242
chaoyang,2,94.47,0,49752
chaoyang,2,86.63,0,49637
chaoyang,1,71.75,0,48781
chaoyang,1,58.7,0,48552
chaoyang,2,74.95,0,45497
chaoyang,1,79.5,0,44026
chaoyang,2,128,0,42969
dongcheng,2,54,1,120371
dongcheng,1,45.72,1,69992
dongcheng,2,57.23,0,86494
dongcheng,3,68.96,1,84832
dongcheng,1,37,1,81082
dongcheng,3,74.5,0,75168
chaoyang,2,81.38,0,52593
dongcheng,2,104.77,0,66814
dongcheng,2,52.32,0,72630
dongcheng,2,67.5,0,67408
dongcheng,3,71.38,0,67246
dongcheng,2,56.56,0,63650
dongcheng,3,70.99,0,63390
dongcheng,1,38.07,0,63042
dongcheng,3,73.59,0,61150
dongcheng,3,82.51,0,60599
dongcheng,2,59.19,0,59132
dongcheng,2,58.24,0,58380
dongcheng,2,53,0,55661
fengtai,3,121,0,36199
dongcheng,2,84.57,1,95779
dongcheng,2,82.44,1,93402
dongcheng,3,156.75,1,70176
dongcheng,3,182.29,1,67475
xicheng,4,106.79,1,83342
xicheng,2,50.65,1,82923
xicheng,2,44.65,1,82867
xicheng,3,60.34,1,80378
xicheng,3,73.97,1,75707
xicheng,1,15,0,138667
dongcheng,2,55,1,110000
chaoyang,2,59.09,1,57540
chaoyang,3,69.36,1,54787
chaoyang,3,69.36,1,54066
chaoyang,2,55.27,1,39805
chaoyang,3,96.14,1,56169
chaoyang,3,86.23,1,49867
chaoyang,2,57.28,1,52375
chaoyang,2,81.17,1,49896
chaoyang,2,65,1,49077
chaoyang,3,92.28,1,48765
chaoyang,2,87.87,1,41539
chaoyang,2,55.59,1,53967
chaoyang,3,73.75,1,52882
chaoyang,3,77.4,1,52326
chaoyang,2,76,1,48027
dongcheng,2,49.55,1,70636
dongcheng,2,55,1,61819
dongcheng,3,184,1,81522
dongcheng,3,172,1,81396
dongcheng,1,73.04,1,80094
dongcheng,1,75.19,1,79798
dongcheng,1,78.75,1,74921
dongcheng,2,128.62,1,64532
dongcheng,3,139.8,1,107297
dongcheng,2,98,1,91837
dongcheng,3,120.27,1,88967
dongcheng,2,103,1,85437
dongcheng,1,50.09,1,82851
dongcheng,2,536.84,1,129797
dongcheng,3,146,1,95891
dongcheng,3,140.26,1,89121
dongcheng,2,108.5,1,80185
dongcheng,1,71,1,80000
dongcheng,3,189,1,79366
dongcheng,3,141.93,1,77503
dongcheng,3,142,1,77465
dongcheng,3,146.06,1,72573
dongcheng,2,111,1,70271
dongcheng,2,108,1,67593
dongcheng,5,211.3,1,63891
dongcheng,4,225.57,1,59849
dongcheng,5,285.98,1,57697
dongcheng,7,297,1,50506
haidian,2,50.16,1,64793
haidian,2,54,1,74075
haidian,2,55.9,1,69768
haidian,1,40.6,1,66010
haidian,1,56.08,1,53496
haidian,1,65.48,1,51925
haidian,1,65.48,1,51161
haidian,2,58.9,0,71308
haidian,2,60,0,68334
haidian,2,71,0,68310
haidian,2,73.69,0,78709
haidian,2,67.47,0,71143
haidian,2,141.32,1,62271
haidian,3,215.22,1,61798
haidian,3,193.03,1,56986
haidian,2,106.81,1,54022
haidian,2,142.03,1,53510
fengtai,4,266,0,28196
chaoyang,2,99.19,0,80654
chaoyang,2,104.28,0,74799
chaoyang,3,165,0,69697
chaoyang,3,171.54,0,64125
chaoyang,3,171.54,0,63834
chaoyang,3,171.54,0,61211
chaoyang,3,218.84,0,63974
chaoyang,2,136.87,0,56989
chaoyang,3,159.19,0,53521
chaoyang,3,159.19,0,50883
chaoyang,2,128.48,0,60321
chaoyang,3,216,0,50926
fengtai,2,93.08,1,67684
fengtai,2,93.08,1,64461
fengtai,3,188.78,1,52972
fengtai,5,439,1,50114
fengtai,3,121.22,0,41248
fengtai,3,149,0,34967
fengtai,3,149,0,30537
fengtai,2,76.04,0,42084
fengtai,1,59.84,0,40107
fengtai,2,91.49,0,37163
fengtai,3,89.21,0,36431
fengtai,1,64.95,0,36182
fengtai,2,80.55,0,34141
chaoyang,3,136,0,62500
chaoyang,2,86.71,0,62277
chaoyang,3,135.59,0,60329
chaoyang,4,179.26,0,60248
chaoyang,1,55.91,0,59918
chaoyang,2,85.9,0,59372
chaoyang,1,64.74,0,58697
chaoyang,3,126.79,0,58601
chaoyang,1,59.81,0,58519
chaoyang,3,148,0,58109
chaoyang,1,66.25,0,57359
chaoyang,3,136.11,0,57307
chaoyang,3,139.75,0,57246
chaoyang,2,100,0,57000
chaoyang,1,58.25,0,56653
chaoyang,1,62.39,0,56099
chaoyang,3,126.62,0,55284
chaoyang,3,135.87,0,55200
dongcheng,2,100,1,78000
dongcheng,2,102.87,1,77769
dongcheng,2,114,1,72632
dongcheng,4,212.64,1,68191
dongcheng,3,173.4,1,55364
fengtai,2,98.9,0,42468
fengtai,2,99,0,41920
fengtai,1,69,0,40580
fengtai,3,111,0,40541
fengtai,2,97.35,0,39959
fengtai,2,98,0,39796
fengtai,1,71,0,39437
fengtai,2,75,0,38667
fengtai,1,57.67,0,38149
fengtai,2,98,0,37756
fengtai,1,69,0,37392
fengtai,2,75,0,37334
fengtai,1,75,0,37334
fengtai,1,76,0,36843
fengtai,2,75,0,36667
fengtai,1,76,0,35527
fengtai,3,150,0,34667
fengtai,1,71,0,33803
dongcheng,3,144.93,0,100049
dongcheng,2,128.4,0,99689
dongcheng,2,118.58,0,99511
dongcheng,2,118,0,94916
dongcheng,4,167,0,94611
dongcheng,2,126.67,0,93156
dongcheng,3,144.93,0,93149
dongcheng,5,229.68,1,84901
chaoyang,2,130.59,0,57432
xicheng,2,152.66,0,49784
xicheng,3,219,0,37443
dongcheng,2,70,0,64000
dongcheng,2,80.4,0,58458
dongcheng,2,80,0,56250
dongcheng,2,60,0,55000
dongcheng,2,84,0,55000
dongcheng,2,86.79,0,54961
dongcheng,2,82,0,54879
dongcheng,2,95,0,54737
dongcheng,2,94.45,0,54527
dongcheng,3,129.39,0,54101
dongcheng,2,91.9,0,53863
dongcheng,2,80,0,53750
dongcheng,3,129.36,0,52567
dongcheng,3,82.13,0,52357
dongcheng,2,95.04,0,52084
dongcheng,2,86.8,0,51844
dongcheng,2,85.45,0,51376
dongcheng,1,50.97,0,51011
dongcheng,2,78.76,0,50788
dongcheng,2,91.44,0,50307
dongcheng,3,136.24,0,50279
dongcheng,2,77,0,50000
dongcheng,2,96.8,0,49587
dongcheng,1,50.97,0,48657
dongcheng,3,110.37,0,47115
dongcheng,2,90.66,0,46327
dongcheng,2,78.79,0,45692
dongcheng,2,77,0,45455
chaoyang,1,35.03,0,44248
chaoyang,3,136.39,0,40693
chaoyang,2,100.57,0,38779
xicheng,2,90,1,95556
xicheng,1,83.07,1,90286
xicheng,2,91,1,87913
xicheng,2,88.53,1,79070
xicheng,2,90,1,76667
xicheng,2,89,1,75843
chaoyang,3,143,0,65035
chaoyang,2,95.42,0,55544
chaoyang,1,55,0,41455
chaoyang,3,162.93,0,67514
chaoyang,2,129.52,0,59605
chaoyang,2,150.84,0,58340
chaoyang,3,152,0,52632
chaoyang,2,77,0,36364
dongcheng,4,325.25,1,61492
dongcheng,1,94,1,58511
dongcheng,3,207.12,1,57938
dongcheng,3,200.13,1,55964
dongcheng,3,200.13,1,54965
dongcheng,2,159.92,1,54403
dongcheng,1,83,1,54217
dongcheng,2,142.25,1,53076
dongcheng,3,185.37,1,52868
dongcheng,3,171,1,52047
dongcheng,3,182.2,1,49397
dongcheng,3,208,1,46635
dongcheng,3,176.03,1,46015
dongcheng,4,271,1,45019
dongcheng,4,264.51,1,44989
dongcheng,3,264.51,1,44989
haidian,1,59,0,105933
haidian,3,117.49,1,102137
haidian,3,149.48,0,100348
haidian,2,112,1,100000
haidian,2,73.03,1,97221
haidian,1,62,1,96775
haidian,1,66.15,1,90703
haidian,2,94.59,1,89862
haidian,2,100.16,1,89857
haidian,2,97.61,1,89438
haidian,3,149.48,0,86969
haidian,3,116.32,1,85970
haidian,3,115.48,1,81400
haidian,4,225,1,75556
haidian,6,227,1,74890
haidian,2,107.6,1,74350
haidian,2,100.71,1,72486
haidian,4,224.19,1,71369
haidian,4,224.51,0,71222
dongcheng,1,16.3,0,42945
dongcheng,1,20.28,0,41914
dongcheng,1,29.8,0,40269
dongcheng,1,17.65,0,40227
dongcheng,1,20.97,0,40058
dongcheng,1,26.26,0,39985
dongcheng,1,18.96,0,39557
dongcheng,1,17,0,38236
dongcheng,1,17.17,0,37857
dongcheng,1,18,0,37778
dongcheng,1,20.02,0,37463
dongcheng,1,16.12,0,37221
dongcheng,1,20,0,35000
dongcheng,1,20.2,0,33664
fengtai,2,63.92,0,42241
fengtai,1,47.77,0,39774
fengtai,2,68.32,0,38057
fengtai,3,80.04,0,37482
fengtai,2,71.06,0,37011
fengtai,2,64.19,0,36611
haidian,4,174.69,1,68694
haidian,2,104,1,62981
haidian,3,161,1,61988
haidian,3,161,1,61491
haidian,1,86.23,1,61464
haidian,3,130.21,1,61440
haidian,2,124.46,1,61064
haidian,2,110.65,1,61004
haidian,1,85.97,1,59324
haidian,1,85.97,1,56997
haidian,2,110.65,1,55129
haidian,4,175,1,51429
chaoyang,3,165.01,0,54543
chaoyang,2,102.42,0,53701
chaoyang,2,86.01,0,52320
dongcheng,2,155,0,35484
chaoyang,3,117.52,0,58714
chaoyang,2,88,0,56819
chaoyang,2,89.2,0,56054
chaoyang,2,99.08,0,53493
chaoyang,2,103.45,0,53166
chaoyang,2,103.73,0,53023
chaoyang,2,106.11,0,51834
chaoyang,3,221,0,51810
chaoyang,3,132,0,51516
chaoyang,2,103.45,0,51233
chaoyang,2,99.8,0,50101
chaoyang,3,119.79,0,50088
chaoyang,3,131.71,0,49351
chaoyang,2,103.45,0,48816
chaoyang,3,130.1,0,48425
chaoyang,3,131,0,48092
chaoyang,3,131.71,0,47833
chaoyang,3,150,0,46334
chaoyang,3,126.26,0,43561
chaoyang,3,158.42,1,49868
chaoyang,5,301.48,1,49755
chaoyang,3,193.07,1,49723
chaoyang,3,156.58,1,49177
chaoyang,3,183.17,1,46405
chaoyang,2,62.99,0,53977
chaoyang,2,70.86,0,50805
chaoyang,2,63.85,0,47769
chaoyang,1,46.6,0,45494
chaoyang,2,70.74,0,45237
chaoyang,3,87.7,0,38769
chaoyang,1,40,0,57500
chaoyang,7,291,0,53265
shijingshan,1,44.75,0,30168
shijingshan,1,44,0,30000
shijingshan,2,77.6,0,29124
shijingshan,1,58.42,0,28758
shijingshan,1,45,0,26667
chaoyang,2,81.43,1,61403
chaoyang,2,81.43,1,60175
chaoyang,2,74.44,1,63139
chaoyang,2,61.5,0,63090
chaoyang,2,66.2,0,61934
chaoyang,1,45.29,0,61162
chaoyang,3,85.06,1,59958
chaoyang,2,65.28,1,56679
chaoyang,2,66.11,1,53699
chaoyang,3,86.39,1,53247
chaoyang,2,60.53,0,62449
chaoyang,2,59.9,0,61770
chaoyang,2,60.91,0,60089
xicheng,3,74,0,56757
xicheng,4,73.2,0,53279
chaoyang,3,124.92,0,39226
chaoyang,3,172.68,0,63702
chaoyang,2,89.26,0,68340
chaoyang,2,90.79,0,64986
chaoyang,2,89.26,0,64979
chaoyang,1,65.96,0,56853
xicheng,1,56.6,1,115902
xicheng,3,119.3,1,96396
xicheng,4,267.5,1,48599
fengtai,3,118.08,0,58012
fengtai,4,166.15,0,52062
chaoyang,3,163.77,0,70709
chaoyang,4,230.3,0,65133
chaoyang,3,186,0,59140
fengtai,2,104,0,46154
fengtai,3,127.88,0,46138
fengtai,3,123.06,0,45507
fengtai,3,139.8,0,45065
fengtai,1,123,0,44716
fengtai,3,132,0,43940
fengtai,3,138.79,0,42151
fengtai,5,309,0,28479
xicheng,1,57.3,1,124782
xicheng,2,78,1,123718
xicheng,1,57.3,1,117802
xicheng,2,71.7,1,115761
xicheng,1,54.9,1,114755
xicheng,3,88.7,1,101466
chaoyang,2,114.16,0,70078
chaoyang,2,158,0,50317
chaoyang,3,186.46,0,48268
xicheng,3,226,0,53098
xicheng,3,226,0,45133
xicheng,4,299,0,43479
xicheng,3,226,0,38983
dongcheng,3,56.73,0,79324
dongcheng,3,86.06,0,79015
dongcheng,2,57.09,0,73569
xicheng,2,63.73,0,78300
xicheng,3,78,0,74359
xicheng,4,189.81,0,72178
xicheng,2,68,1,70589
xicheng,2,58.02,0,77560
xicheng,2,74,0,75676
xicheng,2,58.59,0,73392
chaoyang,2,99,0,38384
chaoyang,2,97,0,34537
xicheng,3,66.8,0,84731
chaoyang,3,85,0,38236
chaoyang,2,59.89,0,44248
shijingshan,1,61.32,0,40933
shijingshan,2,82,0,40244
shijingshan,1,61,0,39345
shijingshan,2,87,0,37932
shijingshan,2,92,0,35870
haidian,2,60.89,0,37774
haidian,2,60.89,0,35310
xicheng,1,44.29,1,110635
xicheng,2,70.9,1,109309
xicheng,2,71.5,1,109091
xicheng,2,80.4,1,108956
xicheng,2,60.4,1,105133
xicheng,2,60.5,1,104133
xicheng,2,60.5,1,102480
xicheng,2,63.6,1,102202
xicheng,2,54.7,1,100549
xicheng,2,62.5,1,100000
xicheng,2,60,1,100000
xicheng,2,54.4,1,99265
xicheng,3,121.3,0,98104
xicheng,2,86.6,1,97576
xicheng,2,60,1,96667
xicheng,2,86.6,1,96421
xicheng,2,60,1,95834
xicheng,3,73.7,1,94980
xicheng,2,60.5,1,94215
xicheng,2,61.9,1,93700
xicheng,3,102,1,90687
xicheng,2,90.8,1,90309
xicheng,3,85.4,1,88993
dongcheng,1,41.6,1,74520
dongcheng,2,58.38,1,71943
dongcheng,2,58.38,1,71086
dongcheng,1,41.47,1,69931
dongcheng,2,58.38,1,69374
dongcheng,3,80.02,1,68733
dongcheng,1,46.81,1,67294
dongcheng,1,46.81,1,65798
haidian,2,52.7,0,73056
haidian,2,54.7,0,72395
haidian,1,42.9,0,69464
haidian,2,57.4,0,68816
haidian,3,68.9,0,67925
haidian,2,57.4,0,67074
haidian,3,69,0,64928
haidian,2,46.1,1,114968
haidian,3,66.4,1,112952
haidian,3,90.3,1,110742
haidian,3,78.6,1,110688
haidian,1,48,1,107917
haidian,4,142,1,105634
haidian,2,64.7,1,105101
haidian,3,78.8,1,101523
haidian,3,98.9,1,101113
haidian,3,127.8,1,99375
haidian,4,141.7,1,70572
dongcheng,3,138,0,43479
dongcheng,2,92.56,0,41055
dongcheng,2,92.56,0,41055
dongcheng,2,86,0,40698
dongcheng,3,128.84,0,38808
dongcheng,2,92.56,0,37814
dongcheng,3,134,0,37314
dongcheng,3,134,0,36941
fengtai,3,119.13,0,43231
fengtai,1,83.18,0,41477
fengtai,2,99.04,0,41398
fengtai,2,86.78,0,40909
fengtai,2,86.92,0,40267
fengtai,2,97.77,0,39890
fengtai,2,97,0,36598
fengtai,3,160.9,0,32940
fengtai,3,151.14,0,30436
fengtai,4,141.69,0,30348
fengtai,4,156.46,0,29976
fengtai,6,227.62,1,28557
haidian,2,101,0,75743
chaoyang,2,76.79,0,38547
chaoyang,2,89.59,0,35719
chaoyang,3,100.91,0,34288
haidian,3,184.96,1,64879
haidian,4,245,1,53062
haidian,2,89.86,1,89028
haidian,2,89,1,85394
haidian,2,89.9,1,83427
haidian,2,109.51,1,80358
haidian,3,70,0,70000
haidian,3,86.97,0,60136
haidian,2,53.73,0,56766
chaoyang,2,65.65,0,37777
chaoyang,2,76.98,0,63653
chaoyang,1,55.66,0,53001
chaoyang,3,119.83,0,52575
chaoyang,1,43.06,0,62704
chaoyang,2,77.32,0,54320
chaoyang,3,68.05,0,69949
chaoyang,1,45.69,0,56906
chaoyang,2,64.04,0,65585
chaoyang,2,64.04,0,64804
chaoyang,3,70.85,0,62950
chaoyang,3,71,0,61972
chaoyang,3,71,0,60564
chaoyang,3,154.64,0,54967
chaoyang,2,110.97,0,54069
chaoyang,2,121.06,0,61953
chaoyang,2,98.87,0,60484
chaoyang,2,117.75,0,60298
chaoyang,2,102,0,58824
chaoyang,3,117,0,55556
chaoyang,2,106.15,0,52756
chaoyang,3,305,0,54099
chaoyang,4,264.8,0,52871
chaoyang,3,122,0,63115
chaoyang,1,65.21,0,62874
